,Spanish,English
149,"Como coligandos se han usado, ligandos lábiles, cianuro, grupos C6F5 o fosfinas bioactivas (con grupos ácido o polieter), para incrementar la eficiencia de las emisiones o su solubilidad en medios biológicos.","Labile groups (Cl, DMSO), cyanide, C6F5 and bioactive phosphines (having carboxilic o polyether units) have been used as auxiliary ligands to improve emission efficiencies or their solubility in biological media."
150,"Se han estudiado reacciones de oxidación, que han permitido obtener derivados bis(ciclometalados) emisivos de Pt(IV) e inusuales patrones de reactividad como la reducción de DMSO a SMe2 en el centro de Pt.",Diferent oxidation reactions have been carried out which have allowed to pobtain luminescent bis(cyclometalated) Pt(IV) derivatives and to observe unusual reactivity patterns as the reduction of DMSO to SMe2 on the Pt center.
151,"Algunos derivados con el ligando Me2Npbt básico pueden actuar como sensores de ácidos, modificando sus propiedades espectroscópicas.","The complexes with the basic Me2N-pbt ligand can also act as pH sensors, changing its spectroscopic properties."
152,"Todos los compuestos se han caracterizado por RMN y otras técnicas espectroscópicas y, de los que ha sido posible, se ha obtenido su estructura cristalina por difracción de rayos-X de monocristal.La mayoría de los derivados presentan propiedades de absorción y emisión (fluorescencia y/o fosforescencia) intensas, con emisiones modulables.","All the derivatives have been characterized by NMR and other spectroscopic techniques and, when possible, their structures have been confirmed by X-ray crystal diffraction.Most of the derivatives show intense modulable absorption and emission (fluorescence and/or phosphorescence) properties, which have been studied in different media (solution, solid or doped films at 298 K and 77K), obtaining the quantum yields and lifetimes of the emissions."
153,"Estas propiedades han sido estudiadas en distintos medios (disolución, sólido y films dopados a 298 K y 77 K), obteniendo los rendimientos cuánticos y los tiempos de vida para estas emisiones.","In addition, the electronic transitions (absortion and emission), for selected complexes, have been also studied by DFT and TD-DFT theoretical calculations to support the assignments.Finally, the potential as anticancer drugs and as biomarkers of selected complexes have been studied in collaboration with the CIBIR."
154,"Además, se han realizado estudios teóricos mediante cálculos DFT y TDDFT de las estructuras optimizadas de la mayoría de los compuestos, con el objetivo de ayudar a la interpretación de sus propiedades ópticas.Por último, también se ha estudiado el potencial anticancerígeno y como biomarcadores de compuestos seleccionados en colaboración con el CIBIR, donde se ha medido la citotoxicidad frente a líneas celulares cancerígenas y no tumorales y se ha estudiado, mediante microscopía confocal, la emisión en el interior de las células y sus posibles mecanismos de acción.",In particular their cytotoxicity towards cancer and non-tumoral cell lines and citolocatization inside the cells by confocal microscopy has been examined.
155,"Algunos derivados son sensibles a la presencia de oxígeno, activándose la emisión en disoluciones de DMSO, donde se produce una reacción de fotooxidación del disolvente.","Some of the derivatives are very sensible to the presence of molecular oxygen, and, in DMSO solutions, photooxidation of the solvent is observed enhancing the phosphorescence."
156,"Por ello, también se ha estudiado el potencial de uno de los compuestos en terapia fotodinámica frente a células tumorales, dando resultados muy prometedores de citotoxicidad y de selectividad.","Due to this, the potential of one compound as sensitizer in photodynamic therapy towards cancer cells has been studied, showing promising results."
157,"Las plantas aportan innumerables beneficios para los seres humanos como, por ejemplo, mitigar el efecto “isla de calor urbano” y la contaminación de partículas.","Plants provide innumerable benefits for humans, such as mitigating the ""urban heat island"" effect and particle pollution."
158,"Por esto, los espacios verdes urbanos se han convertido en espacios indispensables en las ciudades para la sostenibilidad urbana.","For this reason, urban green spaces have become essential spaces in cities for urban sustainability."
159,"Sin embargo, la calidad del aire puede disminuir debido a la liberación de granos de polen por las plantas con consecuencias sobre la salud de las personas.","However, the quality of the air can decrease due to the release of pollen grains by plants with consequences on people's health."
160,"La presente Tesis Doctoral pretende desarrollar herramientas de información aerobiológica que permitan informar a las personas que padecen alergia al polen, así como al personal sanitario en la planificación y tratamiento de la enfermedad.","This Doctoral Thesis aims to develop aerobiological information tools that allow informing people who suffer from pollen allergies, as well as health personnel in the planning and treatment of the disease."
161,"Además, pueden servir como herramientas informativas para profesionales del sector de la planificación de infraestructuras verdes.","In addition, they can serve as information tools for professionals in the green infrastructure planning sector."
162,"Para ello, se ha analizado el espectro de polen de Extremadura, creando calendarios polínicos y estableciendo gradientes regionales para mostrar datos sobre el periodo de polinización principal (PPP).","To this end, the pollen spectrum of Extremadura has been analyzed, creating pollen calendars and establishing regional gradients to show data on the mains pollen season (MPS)."
163,También se ha desarrollado un índice aerobiológico para crear mapas de riesgo para árboles ornamentales llamado AIROT (Aerobiological Index to create Risk maps for Ornamental Trees).,An aerobiological index to create risk maps for ornamental trees called AIROT (Aerobiological Index to create Risk maps for Ornamental Trees) has also been developed.
164,"Este índice gracias al uso de tecnologías como LiDAR (Light Detection and Ranging), software de SIG (Sistemas de Información Geográfica) y técnicas de Kriging permite crear, mediante gradientes locales, mapas que representan áreas de riesgo de exposición al polen.","Thanks to the use of technologies such as LiDAR (Light Detection and Ranging), GIS software (Geographic Information Systems) and Kriging techniques, this index allows the creation, through local gradients, of maps that represent areas of risk of exposure to pollen."
165,"Este índice incluye parámetros como el ancho de las calles, la altura de los edificios, la ubicación, características geográficas de las ciudades, la producción polínica, …","This index includes parameters such as the width of the streets, the height of the buildings, the location, geographical characteristics of the cities, the pollen production, ..."
166,"El objetivo general de este trabajo fue evaluar los efectos producidos por la implantación de diferentes sistemas de riego (aeróbico y anaeróbico) en combinación con diferentes técnicas de laboreo (siembra directa y laboreo convencional) y aplicación de enmienda orgánica (compost de alperujo) en las propiedades del suelo, el comportamiento agronómico del cultivo de arroz, la calidad del grano desde el punto de vista de la seguridad alimentaria, y sobre los flujos de gases de efecto invernadero.","The general objective of this work was to evaluate the effects produced by the implementation of different irrigation systems (aerobic and anaerobic) in combination with different tillage techniques (direct seeding and conventional tillage) and application of organic amendment (alperujo compost) on soil properties, agronomic behavior of the rice crop, grain quality from the point of view of food safety, and on greenhouse gas fluxes."
167,"Con el objetivo de analizar el efecto directo y residual de la aplicación del compost de alperujo, este fue aplicado solamente el primer año de estudio.","In order to analyze the direct and residual effect of the application of alperujo compost, it was applied only in the first year of the study."
168,"Para ello, se realizaron ensayos en condiciones reales de campo durante los años 2015, 2016 y 2017, en una de las zonas de mayor interés a nivel nacional para el cultivo del arroz, las Vegas del Guadiana (Extremadura), estableciéndose seis tratamientos: SD (siembra directa y riego aeróbico); SDC (siembra directa y riego aeróbico con aplicación de compost de alperujo); LC (laboreo convencional y riego aeróbico); LCC (laboreo convencional y riego aeróbico con aplicación de compost de alperujo); LCI (laboreo convencional y riego anaeróbico); LCIC (laboreo convencional y riego anaeróbico con aplicación de compost de alperujo).","For this purpose, trials were conducted under real field conditions during 2015, 2016 and 2017, in one of the areas of greatest interest at national level for rice cultivation, the Vegas del Guadiana (Extremadura), establishing six treatments: SD (direct seeding and aerobic irrigation); SDC (direct seeding and aerobic irrigation with application of alperujo compost); LC (conventional tillage and aerobic irrigation); LCC (conventional tillage and aerobic irrigation with application of alperujo compost); LCI (conventional tillage and anaerobic irrigation); LCIC (conventional tillage and anaerobic irrigation with application of alperujo compost)."
169,"Se desarrolló y aplicó un marco teórico-metodológico para elaborar, de manera costo-eficiente, cartografía sobre la cobertura forestal y su dinámica para los países de Centroamérica y se exploró el potencial de escalabilidad del mismo en otras regiones tropicales de mayor extensión territorial, seleccionando como territorios de réplica la República Democrática del Congo y el Estado brasileño de Pará.","A theoretical-methodological framework was developed and applied to elaborate cost-efficient mapping on forest cover and its dynamics for the countries of Central America and its scalability was explored in other tropical regions of greater territorial extent selecting for replicate the methodology, the territories of Democratic Republic of the Congo and the State of Pará in Brazil.The potential provided by the combination of satellite remote sensing and geospatial analysis with GIS was exploited, incorporating multi-source secondary data, to automate classification flows and post-classification adjustments (based on expert criteria) of Landsat images from the 2000s , 2012 and 2017."
170,"Se explotó el potencial que provee la combinación de la teledetección satelital y el análisis geoespacial con SIG, incorporando datos secundarios multifuente, para automatizar flujos de clasificación y ajustes post-clasificación (basados en el criterio de experto) de imágenes Landsat de los años 2000, 2012 y 2017.","As result, national maps and statistics on forest cover and its dynamics were generated in the different study areas."
171,Como resultado se elaboraron mapas y estadísticas nacionales sobre cobertura forestal y su dinámica en las diferentes zonas de estudio.,"From the results, quantitative spatial analysis techniques were applied, to generate for Central America a metric at the municipal level called Focus Priority to Stop Deforestation (PFFD by its acronym in Spanish), from which different priority levels were established to focus actions aimed at reducing deforestation in a regional context.The results obtained indicate that in Central America the percentage of forest area decreased from 44% in 2000 to 38% in 2017."
172,"A partir de los resultados se aplicaron técnicas de análisis espacial cuantitativo para generar para Centroamérica una métrica a nivel municipal denominada Prioridad de Focalización para Frenar la Deforestación (PFFD), a partir de la cual se establecieron diferentes niveles de prioridad para focalizar acciones orientadas a reducir la deforestación en un contexto regional.Los resultados obtenidos indican que, en Centroamérica, el porcentaje de la superficie forestal se redujo de 44% en el año 2000 a 38% en el 2017; la deforestación promedio en el periodo 2000- 2012 fue de 197,443 ha/año y la del 2012-2017 de 332,243 ha/año.","The average deforestation of Central America in the period 2000- 2012 was 197,443 ha/year and that of 2012-2017 of 332,243 ha/year."
173,"La deforestación de todo el periodo analizado (2000-2017) fue de 264,843 ha/año.","Deforestation for the entire period analyzed (2000-2017) was 264,843 ha/year."
174,"El primer evento de monitoreo incluido en este estudio arrojó una deforestación de 167,976 ha para el año 2018.","The first monitoring event included in this study showed a deforestation of 167,976 hectares for the year 2018."
175,"Las mayores urgencias de intervención de acuerdo con la métrica PFFD fueron definidas para los municipios localizados en las zonas de bosques latifoliado de la Selva Maya (Guatemala-Belice), La Moskitia (NicaraguaHonduras), la reservas Indio Maíz (Nicaragua) y los bosques del Darién (Panamá).","The greatest intervention emergencies according to the PFFD metric were defined for the municipalities located in the areas of broadleaf forests of the Selva Maya (Guatemala - Belize), the Moskitia (Nicaragua - Honduras), the Indio Maíz Reserve (Nicaragua) and the Darien forests (Panama)."
176,"Los 3 municipios de mayor prioridad para frenar la deforestación fueron: San Andrés, en el Departamento de Petén, Guatemala; Bluefields, en la Región Autónoma de la Costa Caribe Sur de Nicaragua (RAAS) y el municipio de Iriona, en el Departamento de Colón, Honduras.","The 3 highest priority municipalities to stop deforestation were: San Andres in the Department of Petén, Guatemala;Bluefields in the Autonomous Region of the South Caribbean Coast of Nicaragua (RAAS by its acronym in Spanish) and the municipality of Iriona in the Department of Colon, Honduras."
177,"En el Estado de Pará, Brasil, la cobertura forestal disminuyó de un 81.3% en el año 2000 a 75.3% en el 2017.En la República Democrática del Congo (RDC) los bosques disminuyeron de un 59% en el año 2000 a 52.2% en el 2017.En términos de exactitud de las clasificaciones obtenidas, para las clases de arbóreo/no-arbóreo, así como para las de bosque/no-bosque, las más bajas se obtuvieron en Honduras, Guatemala, El Salvador y Nicaragua, correspondiendo en la escala del índice de Kappa a la categoría de concordancia moderada.","In the State of Pará, Brazil, forest cover decreased from 81.3% in 2000 to 75.3% in 2017."
178,"Las mejores exactitudes se obtuvieron en Belice, Panamá y Costa Rica, ubicándose, según el índice Kappa, en la categoría de concordancia considerable.Con el desarrollo metodológico implementado en esta investigación se ha avanzado respecto a los anteriores estudios realizados en Centroamérica, al pasar de clasificar escenas individuales de imágenes satelitales y de forma separada, para hacerlo en un contexto regional.","In the Democratic Republic of the Congo (DRC), forests decreased from 59% in 2000 to 52.2% in 2017.In terms of accuracy of the classifications obtained, for tree/non-tree classes, as well as for forest/non-forest classes, the lowest were obtained in Honduras, Guatemala, El Salvador and Nicaragua corresponding to the index scale from Kappa to the category of moderate concordance.The best accuracies were obtained in Belize, Panama and Costa Rica, according to the Kappa index in the category of considerable concordance.With the methodological development implemented in this research, a progress has been made respect to the previous studies implemented in Central America, moving from classifying individual scenes of satellite images and separately, to do so in a regional context."
179,"Además, han quedado automatizados flujos de trabajo que reducen el tiempo de réplica de la metodología, lo que fue evidenciado en los territorios de réplica seleccionados en este estudio.","In addition, workflows that reduce the replication time of the methodology have been automated, as evidenced in the replica territories selected in this study"
180,"En el baloncesto, como deporte de colaboración-oposición, numerosos factores inciden en el resultado, pero el tiro de campo es sin duda el gesto y aspecto decisivo por excelencia.","In basketball, as a collaboration-opposition sport, numerous factors affect the result, but the field goal is undoubtedly the decisive move and most fundamental aspect."
181,"Esto es debido a que, junto con el tiro libre, es la forma de consecución de puntos, y por tanto, un medio indispensable para la victoria.","This is because, together with the free shot, it is the way to achieve points, and therefore, an indispensable mean for victory."
182,"El presente trabajo de investigación expone el problema, los análisis y los resultados de la investigación llevada a cabo para conocer y explicar la influencia de las variables intervinientes en las dimensiones tácticas del tiro de campo, incluyendo la perspectiva de género, con el propósito de contribuir a mejorar la teoría y práctica del baloncesto.","The present thesis exposes the problem, the analysis and the results of the research carried out to find out and explain the influence of the variables involved in the tactical dimensions of field goal, including the perspective of gender, with the purpose of contributing to improve the theory and practice of basketball."
183,La muestra consta de 15.485 sucesos analizados pertenecientes a 212 encuentros de 6 ligas durante 2 temporadas.,"The sample consists of 15,485 analyzed events belonging to 212 matches of 6 leagues during 2 seasons."
184,"El estudio cuenta con variables a nivel conductual, contextual y evaluativo; y un método de observación que se ha demostrado válido y fiable.","Variables at the behavioral, contextual and evaluative level were evaluated; and the observation method has been proven valid and reliable."
185,La inspiración de la presente tesis gira entorno al debate sobre los instrumentos de control de emisiones para mejorar la política ambiental.,The debate on the emissions control instruments for improving environmental policy is the inspiration of the present thesis.
186,"En un primer intento, utilizamos un modelo teórico para estudiar cómo el comercio internacional afecta la decisión de los gobiernos sobre su política industrial.","In a first attempt, we use a theoretical model to study how international trade affects the governments' decision on their industrial policy."
187,Mostramos que el tamaño del mercado de los países podría impulsar la decisión del regulador sobre la política óptima de la industria.,We show that the countries' market size might drive the regulator's decision on the optimal industry policy.
188,"También empleamos métodos de laboratorio para evaluar el impacto de diferentes combinaciones de instrumentos, cumplimientos y tiempos en los incentivos de inversión de las empresas.","We also use laboratory methods to evaluate the impact of different combinations of instruments, compliances, and timings on firms' investment incentives."
189,"El diseño experimental se basa en el modelo asimétrico de Requate and Unold, 2001 al asignar diferentes tecnologías iniciales a las empresas, donde las empresas pueden adoptar una tecnología de reducción avanzada, que es la misma para todas las empresas.","The asymmetric model of Requate and Unold, 2001 is the base of our experimental design by allocating different initial technologies to the firms, where firms can adopt an advanced abatement technology, which is the same for all firms."
190,"En particular, esta tesis intenta demostrar si este procedimiento induce una asignación óptima de las decisiones de inversión.","In particular, this thesis attempts to demonstrate whether this procedure induces an optimal allocation of investment decisions"
191,"Los lesionados medulares con alguna capacidad de actuaci on en cadera pero con poca o nula capacidad de actuaci on en rodilla y tobillo, pueden en muchos casos caminar con la ayuda de ortesis de rodilla-tobillo-pie y muletas.",Spinal-cord-injured (SCI) subjects with some level of hip actuation but with no or very weak actuation at knee and ankle levels can often walk with the assistance of knee-ankle-foot orthoses (KAFO) and crutches.
192,"Sin embargo, dado que las rodillas se mantienen extendidas en todo momento, incluso durante la fase de balanceo, la marcha resulta muy inc omoda, pues la cadera debe levantarse para permitir el balanceo de la pierna, lo que conlleva un alto coste energ etico que hace aparecer la fatiga r apidamente.","However, since knees are kept extended at all times, even during the swing phase, gait becomes very uncomfortable as the hip must be raised for the swing, thus leading to a high energetic cost which makes fatigue appear quickly."
193,"Adem as, el uso de muletas produce cargas elevadas en algunas articulaciones, especialmente en los hombros, lo que puede generar lesiones a largo plazo.","Moreover, the use of crutches leads to high loads in some joints, particularly shoulders, which may produce injuries in the long term."
194,"El resultado es que muchos pacientes pre eren usar la silla de ruedas, perdiendo as los bene cios de caminar para su rehabilitaci on y para su estado de salud general.","The result is that many patients prefer to use the wheelchair, thus losing the bene ts of walking for rehabilitation and for their general health state."
195,"Para paliar estos problemas, se han propuesto ortesis activas que detectan la intenci on de dar el paso y lanzan un ciclo de exi on-extensi on de rodilla, aproximando as la marcha normal, lo que puede hacer la marcha m as c omoda y aumentar las posibilidades reales de caminar para los usuarios.","To alleviate these problems, active orthoses have been proposed that detect swing intention and launch a knee exion-extension cycle, thus approaching healthy gait, which can make gait more comfortable and increase the actual chances of walking for users."
196,"Algunas magnitudes, como las reacciones en las articulaciones o el coste energ etico, pueden servir como indicadores para evaluar el efecto de los dispositivos de asistencia en un usuario espec co y, por lo tanto, la probabilidad de su uso real a largo plazo.","Some magnitudes, as joint reactions or energetic cost, may serve as indicators to evaluate the e ect of assistive devices in a speci c user and, hence, the likeliness of their actual use in the long term."
197,"El uso combinado de la captura de movimiento-fuerza-EMG y los modelos neuromusculoesquel eticos personalizados permite estimar las magnitudes mencionadas, sin la necesidad de largas y agotadoras pruebas experimentales que dif cilmente podr an afrontar estos pacientes.","The combined use of motion-force-EMG capture and personalized neuromusculoskeletal models enables to estimate the mentioned magnitudes, without the need for long and tiring experimental tests which could hardly be undergone by these subjects."
198,"Por lo tanto, el presente trabajo est a dedicado, por un lado, a revisar, seleccionar, adaptar, mejorar y/o desarrollar, y validar, todos los m etodos y herramientas necesarios que se requieren para este prop osito: (i) modelos m usculoesquel eticos personalizados; (ii) m etodos de an alisis a nivel esquel etico y musculoesquel etico; (iii) m etodos de estimaci on de coste energ etico.","Therefore, the present work is devoted, on the one hand, to review, select, adapt, improve and/or develop, and validate, all the necessary methods and tools which are required for this purpose: (i) personalized musculoskeletal models; (ii) methods for analysis at skeletal and musculoskeletal levels; (iii) methods for energetic cost estimation."
199,"Y, por otro lado, a aplicarlos a dos lesionados medulares, bilateral y unilateral, respectivamente, y a comparar una nueva ortesis activa con una pasiva convencional.","And, on the other hand, to apply them to two SCI subjects, bilateral and unilateral, respectively, and to compare a new active KAFO with a conventional passive one."
200,"Los resultados muestran que la evaluaci on del impacto del dispositivo a trav es de los indicadores mencionados es efectiva, y que el nuevo sistema activo facilita ciertamente caminar a los usuarios.","Results show that the evaluation of device impact through the mentioned indicators is e ective, and that the new active system objectively streamlines walking to users"
201,"En España, la teoría de la evolución se aborda al final de la educación obligatoria.","In Spain, the theory of evolution is addressed at the end of compulsory education."
202,Este tratamiento tardío produce numerosas dificultades de aprendizaje e impide llegar a comprender adecuadamente un contenido tan complejo como central para la toma de decisiones informadas.,"Such a late treatment produces numerous learning difficulties to students and prevents them from achieving a proper understanding of this content, as complex as crucial to take informed decisions."
203,Esta investigación pretende explorar las posibilidades y obstáculos de introducir la evolución en la educación primaria española.,This research is aimed to explore the possibilities and obstacles of introducing evolution into Spanish primary education.
204,"La revisión bibliográfica, el análisis del curriculum español (a nivel estatal y autonómico) en comparación con el de otros países y estados, la entrevista con especialistas y el grupo de discusión con profesorado de primaria y secundaria han permitido identificar las ideas nucleares necesarias para construir gradual y progresivamente esta familia de modelos: biodiversidad, variación, selección natural, adaptación, herencia, ancestros comunes y cambio.","The literature review, the analysis of the Spanish curriculum (at state and autonomous level) in comparison to other countries and states, the interview with specialists and the discussion group with primary and secondary teachers have made it possible to identify the nuclear ideas necessary to gradually and progressively construct this family of models: biodiversity, variation, natural selection, adaptation, inheritance, common ancestors and change."
205,"Asimismo, el diseño y aplicación de una secuencia de actividades sobre la diversidad de la piel humana ha puesto de manifiesto la gran capacidad del alumnado de educación primaria para operar con dichas ideas a diferentes niveles de organización escalar (célula, organismo, población).","Likewise, the design and application of a sequence of activities on the diversity of the human skin has shown the great capacity of primary school students to operate with these nuclear ideas at different levels of scale (cell, organism, population)."
206,"Se confirma así la posibilidad de incorporar la teoría de la evolución en la etapa de educación primaria, siempre y cuando se haga desde una metodología activa, basada en el uso de prácticas científicas","These results confirm the possibility of incorporating the theory of evolution to the Spanish primary education, providing that an active methodological approach based on the use of scientific practices is adopted."
207,Las percepciones del alumnado sobre la credibilidad del profesorado son uno de los componentes más importantes en la relación profesor-alumno y en los procesos de enseñanza-aprendizaje.,Students' perceptions of teacher credibility are considered as one of the most important elements in teacher-student relationship and in teaching-learning processes.
208,Estas percepciones no solo suceden en las interacciones que se producen dentro del aula sino también en contextos de comunicación mediada por ordenador.,These perceptions occur not just in interactions within the classroom but also in contexts of computer-mediated communication.
209,"En este sentido, los docentes universitarios están empezando a utilizar paulatinamente las redes sociales con los alumnos como medio de comunicación, de forma que lo que los profesores publican y comparten en sus perfiles online afecta a las percepciones de los estudiantes sobre su credibilidad.","In this sense, university instructors are gradually starting to use social networks with students as a medium of communication, so that what teachers publish and share in their online profiles has an impact on students' perceptions of their credibility."
210,"De este modo, el principal objetivo de esta Tesis Doctoral consistió en determinar las percepciones de los estudiantes sobre la credibilidad del profesorado universitario a través de Twitter.","Thus, the main goal of this Doctoral Thesis was to determine students´ perceptions of university instructors´ credibility through Twitter."
211,"En concreto, se realizaron dos estudios: en la primero se realizó una adaptación y validación al español de la Escala de Credibilidad (McCroskey y Teven, 1999) en la que se evaluaron sus propiedades psicométricas y en la segundo se estableció qué cuenta de Twitter de un docente universitario es más creíble según las percepciones de los estudiantes; se determinaron diferencias por sexo entre profesores y profesoras universitarias en la credibilidad percibida por los estudiantes y se analizaron la correlación entre la credibilidad docente percibida por los alumnos y su motivación académica.","Specifically, two pieces of research were carried out: in the first one, an adaptation and validation into Spanish of the Source Credibility Measure (McCroskey & Teven, 1999) was performed in which their psychometric properties were evaluated, and in the second one, students´ perceptions of instructor credibility on Twitter were analyzed and the matter of which Twitter profile of an university instructor is more credible was established; differences by gender were determined between male and female university instructors and the correlation between teacher credibility and students´ academic motivation was analyzed."
212,En la primera investigación participaron 352 estudiantes de la Universidad de Sevilla pertenecientes a diversas carreras del área de las Ciencias Sociales.,The first study involved 352 students from the University of Seville from different degree subjects in the field of Social Sciences.
213,"Los resultados de la evaluación de las propiedades psicométricas de la Escala de Credibilidad destacan que tanto el modelo original como el modelo alternativo obtenido del análisis factorial exploratorio constituyen escalas válidas y fiables para medir la credibilidad de los docentes universitarios, adecuados para ser empleados en castellano.","The results of the evaluation of the psychometric properties of the Source Credibility Measure emphasize that both the original model and the alternative model obtained from the exploratory factor analysis are valid and reliable scales for measuring the credibility of university instructors, suitable for use in Spanish."
214,"En el segundo estudio participaron 333 estudiantes de la Facultad de Ciencias de la Educación de la Universidad de Sevilla pertenecientes al primer, segundo y tercer curso de las titulaciones de Grado en Educación Primaria, Grado en Educación Infantil y Grado en Pedagogía.","In the second piece of research 333 students from the Faculty of Educational Sciences of the University of Seville participated, from the first, second and third year of the Degree in Primary Education, the Degree in Early Childhood Education and the Degree in Pedagogy."
215,"Para la recopilación de datos se aplicaron un cuestionario de datos sociodemográficos, la versión en español de la Escala de Credibilidad (Froment, García, Bohórquez y García-Jiménez, 2019) y la versión española del Cuestionario de Estrategias de Aprendizaje y Motivación (Martinez y Galán, 2000).","For the collection of data, a sociodemographic data questionnaire, the Spanish version of the Source Credibility Measure (Froment, García, Bohórquez & García-Jiménez, 2019) and the Spanish version of the Motivated Strategies for Learning Questionnaire (Martinez & Galán, 2000) were applied."
216,"El estudio se llevó a cabo mediante metodología cuasiexperimental, para lo que se crearon tres cuentas de Twitter de un profesor universitario con contenido profesional, social y mixto y tres cuentas de Twitter de una profesora universitaria con contenido profesional, social y mixto.","The research was conducted using quasi-experimental methodology, for which three Twitter accounts of a male university instructor were created with professional, social and mixed tweets and three Twitter accounts of a female university instructor with professional, social and mixed tweets."
217,"Los resultados indican que los perfiles profesionales fueron percibidos por los estudiantes como los más creíbles, seguidos de los perfiles mixtos y de los perfiles sociales tanto en los perfiles del profesor como de la profesora universitaria así como en las comparaciones realizadas entre ambos; que no existen diferencias en las percepciones de los estudiantes sobre la credibilidad docente en función del sexo de los profesores entre el perfil profesional de la profesora universitaria y el perfil profesional del profesor universitario y entre el perfil mixto de la profesora universitaria y el perfil mixto del profesor universitario aunque se encuentra una diferencia significativa en la dimensión de confianza del docente entre los perfiles sociales, estableciendo que la profesora universitaria del perfil social fue percibida por los estudiantes como más confiable que el profesor universitario del perfil social y que existen correlaciones positivas en la credibilidad docente percibida por los estudiantes que observaron el perfil profesional de la profesora universitaria y del profesor universitario y el perfil mixto de la profesora universitaria y del profesor universitario con su motivación académica.","The results indicate that the professional profiles were perceived by the students as the most credible, followed by the mixed profiles and the social profiles, in the profiles of both the male and female university instructors as well as in the comparisons made between the two; that there are no differences in students´ perceptions of teacher credibility between the professional profile of the female university instructor and the professional profile of the male university instructor and between the mixed profile of the female university instructor and the mixed profile of the male university instructor although there is a significant difference in the dimension of teacher trustworthiness in the social profiles, and it was established that the female university instructor of the social profile was perceived by students as more trustworthy than the male university instructor of the social profile and that positive relationships were found in the credibility of teachers as perceived by the students who observed the professional profile of the female university instructor and the male university professor and the mixed profile of the female university instructor and the male university instructor with their academic motivation."
218,"Por último, se discuten los hallazgos logrados, se proponen líneas de investigaciones futuras y se mencionan las principales contribuciones de esta Tesis Doctoral.","Finally, the obtained findings are discussed, future research lines are proposed and the main contributions of this Doctoral Thesis are mentioned."
219,Las invasiones biológicas son una de las principales causas de pérdida de biodiversidad a nivel global.,Biological invasions are one of the main causes of global biodiversity loss.
220,El motivo por el cual algunas especies exóticas se conviertan en invasoras mientras que otras no todavía no se ha esclarecido.,The reason why only a few alien species become invasive has yet to be clarified.
221,En esta tesis doctoral se han realizado una serie de experimentos para dilucidar el papel que juegan en las invasiones biológicas diferentes rasgos asociados a la reproducción clonal de las plantas.,"In this doctoral thesis, a series of experiments have been conducted to elucidate the role played by different traits associated with clonal reproduction in biological invasions."
222,En los capítulos I y II se realizaron experimentos de campo para investigar el beneficio de la integración fisiológica en Carpobrotus spp.,"In chapters I and II, field experiments were carried out to investigate the benefit of physiological integration in Carpobrotus spp."
223,Los capítulos III y IV ahondan en la selección de la plasticidad fenotípica y la habilidad competitiva de Carpobrotus spp.,Chapters III and IV delve into the selection of phenotypic plasticity and the competitive ability of Carpobrotus spp.
224,A lo largo de los procesos de invasiones biológicas.,throughout the processes of biological invasions.
225,"El capítulo V se centra en el papel de la integración fisiológica en las respuestas defensivas frente a herbivoría, real y simulada, de la planta invasora Alternanthera philoxeroides.",Chapter V focuses on the role of physiological integration in the defensive response to real and simulated herbivory by the invasive plant Alternanthera philoxeroides.
226,El capítulo VI evalúa el papel de la metilación del ADN como mecanismo epigenético de transmisión de la plasticidad fenotípica para esta especie.,Chapter VI evaluates the role of DNA methylation as an epigenetic transmission mechanism of phenotypic plasticity for this species.
227,"Finalmente, en el capítulo VII se propone un modelo de simulación dinámico para el biocontrol de A. philoxeroides empleando el insecto Agasicles hygrophila en una población modelo localizada en Galicia.","Finally, in chapter VII a dynamic simulation model for the biocontrol of A. philoxeroides is proposed, using the insect Agasicles hygrophila in a model population located in Fisterra, Galicia (NW Spain)."
228,"José Saramago es autor de una prolífica obra literaria que abarca diversos géneros, además de ser un personaje público comprometido con el tiempo que le tocó vivir.","José Saramago is the author of a prolific literary work that spans diverse genres, as well as being a public figure committed to the times he lived in."
229,"Tanto en su vida pública como en su actividad literaria, manifestó una honda preocupación por los problemas que, desde su punto de vista, acuciaban al ser humano tales como el estado de la democracia, la dependencia del poder económico, la intolerancia, el egoísmo o la indiferencia por citar sólo algunos de los aspectos que le preocupaban.","Both in his public life and in his literary activity, he manifested a deep concern for the problems that, from his point of view, beset human beings, such as the state of democracy, dependence on economic power, intolerance, selfishness or indifference, to name but a few of the aspects that concerned him."
230,"El abordaje de todos estos temas lo hacía a través de su obra de ficción, así como en los numerosos artículos, conferencias y obras publicadas de no ficción.","He approached all these subjects through his works of fiction, as well as in the numerous articles, conferences and published non-fiction works."
231,"En nuestra opinión toda esta preocupación tenía la intención de reivindicar el papel de una ciudadanía activa que, de alguna manera, tomara conciencia de su importancia.","In our opinion, all this concern was intended to vindicate the role of an active citizenry that, in some way, became aware of its importance."
232,Con la intención de verificar esta hipótesis nos planteamos la realización de la presente Tesis centrada en estudiar el concepto de ciudadanía en el conjunto de su obra.,With the intention of verifying this hypothesis we propose the realization of this Thesis focused on studying the concept of citizenship in the whole of his work.
233,"Dada la diversidad de géneros y amplitud de títulos de este autor, se hacía imprescindible acotar el objeto de estudio lo máximo posible.","Given the diversity of genres and breadth of titles of this author, it was essential to limit the scope as much as possible."
